שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
אבו תלול,1375,ABU TULUL,6,62,623.0,68.0,,2.0,1822.0,1.0,,1821.0,,450,,1933456589.0,340.0,624.0,15003711.0,2018,Abu Tulul,610.0
אבטין,652,IBTIN,3,31,311.0,12.0,222.0,2.0,2773.0,2.0,2.0,2771.0,,290,,2108874076.0,19.0,301.0,10004207.0,2018,Ibtin,
אבטליון,1275,AVTALYON,2,24,241.0,56.0,,1.0,470.0,470.0,450.0,,1987,370,10.0,2331474908.0,308.0,205.0,10004513.0,2018,Avtalyon,210.0
אביאל,679,AVI'EL,3,32,324.0,45.0,,1.0,815.0,815.0,799.0,,1949,310,9.0,1996171533.0,30.0,351.0,10004333.0,2018,Avi'el,
אביבים,1115,AVIVIM,2,21,212.0,2.0,,1.0,477.0,477.0,476.0,,1960,310,1.0,2444177707.0,668.0,209.0,10004528.0,2018,Avivim,211.0
אביגדור,819,AVIGEDOR,6,61,611.0,33.0,143.0,1.0,820.0,820.0,813.0,,1950,310,1.0,1757362428.0,55.0,616.0,10001821.0,2018,Avigedor,420.0
אביחיל,175,AVIHAYIL,4,41,411.0,16.0,141.0,1.0,1410.0,1410.0,1375.0,,1932,310,1.0,1880869527.0,20.0,409.0,10002089.0,2018,Avihayil,
אביטל,2052,AVITAL,2,23,234.0,8.0,,1.0,502.0,501.0,501.0,1.0,1953,310,1.0,2291271816.0,68.0,204.0,10004394.0,2018,Avital,213.0
אביעזר,1070,AVI'EZER,1,11,112.0,26.0,444.0,1.0,865.0,865.0,857.0,,1958,310,2.0,2016662104.0,329.0,151.0,15000597.0,2018,Avi'ezer,
אבירים,1220,ABBIRIM,2,24,244.0,52.0,,1.0,227.0,227.0,211.0,,1980,370,19.0,2271577149.0,541.0,255.0,10004484.0,2018,Abbirim,212.0
אבן יהודה,182,EVEN YEHUDA,4,41,411.0,99.0,141.0,1.0,13700.0,13698.0,13495.0,2.0,1932,170,,1894468643.0,10.0,457.0,15000060.0,2018,Even Yehuda,
אבן מנחם,1081,EVEN MENAHEM,2,24,244.0,52.0,,1.0,297.0,297.0,293.0,,1960,310,1.0,2278277545.0,550.0,255.0,10004302.0,2018,Even Menahem,212.0
אבן ספיר,783,EVEN SAPPIR,1,11,111.0,26.0,444.0,1.0,724.0,722.0,704.0,2.0,1950,310,1.0,2128463002.0,571.0,151.0,10002521.0,2018,Even Sappir,
אבן שמואל,400,EVEN SHEMU'EL,6,61,612.0,34.0,,1.0,1675.0,1675.0,1673.0,,1956,350,,1775460940.0,150.0,631.0,10001813.0,2018,Even Shemu'el,
אבני איתן,4011,AVNE ETAN,2,29,294.0,71.0,,1.0,714.0,714.0,714.0,,1978,310,2.0,2719674774.0,346.0,219.0,10004579.0,2018,Avne Etan,211.0
אבני חפץ,3793,AVNE HEFEZ,7,73,,72.0,,1.0,1895.0,1895.0,1883.0,,1990,370,11.0,2070868793.0,143.0,710.0,10003262.0,2018,Avne Hefez,
אבנת,3786,AVENAT,7,75,,74.0,,1.0,185.0,185.0,185.0,,1983,370,,2414762075.0,-359.0,713.0,10003314.0,2018,Avenat,
אבשלום,1311,AVSHALOM,6,62,622.0,38.0,,1.0,274.0,274.0,196.0,,1990,370,10.0,1361956745.0,89.0,651.0,10001893.0,2018,Avshalom,620.0
אדורה,3759,ADORA,7,77,,78.0,,1.0,440.0,440.0,434.0,,1984,370,9.0,2016960665.0,552.0,715.0,15003512.0,2018,Adora,
אדירים,113,ADDIRIM,2,23,234.0,8.0,,1.0,279.0,279.0,278.0,,1956,310,1.0,2257971719.0,69.0,204.0,10004394.0,2018,Addirim,213.0
אדמית,1068,ADAMIT,2,24,244.0,4.0,,1.0,209.0,209.0,183.0,,1958,330,15.0,2199777600.0,409.0,201.0,10004302.0,2018,Adamit,212.0
אדרת,1123,ADDERET,1,11,112.0,26.0,444.0,1.0,848.0,848.0,848.0,,1961,310,1.0,1995861869.0,396.0,151.0,15000597.0,2018,Adderet,
אודים,446,UDIM,4,41,411.0,19.0,141.0,1.0,1375.0,1375.0,1338.0,,1948,310,10.0,1858268581.0,10.0,401.0,15000060.0,2018,Udim,
אודם,4010,ODEM,2,29,292.0,71.0,,1.0,139.0,139.0,136.0,,1976,320,6.0,2702878880.0,1019.0,219.0,10004579.0,2018,Odem,211.0
אוהד,1046,OHAD,6,62,622.0,38.0,,1.0,407.0,389.0,387.0,18.0,1969,310,1.0,1458057199.0,131.0,651.0,10001893.0,2018,Ohad,620.0
אום אל-פחם,2710,UMM AL-FAHM,3,32,323.0,0.0,,2.0,55182.0,44.0,21.0,55138.0,,250,,2145171399.0,139.0,354.0,10004249.0,2018,Umm al-Fahm,
אום אל-קוטוף,2024,UMM AL-QUTUF,3,32,323.0,14.0,,2.0,1093.0,,,1093.0,,450,,2055370835.0,89.0,351.0,10004233.0,2018,Umm Al-Qutuf,
אום בטין,1358,UMM BATIN,6,62,623.0,69.0,342.0,2.0,4093.0,13.0,12.0,4080.0,,290,,1886757656.0,310.0,624.0,10001937.0,2018,Umm Batin,610.0
אומן,1108,OMEN,2,23,234.0,8.0,,1.0,368.0,368.0,342.0,,1958,350,,2230271878.0,64.0,204.0,10004394.0,2018,Omen,213.0
אומץ,680,OMEZ,4,41,412.0,16.0,141.0,1.0,832.0,831.0,820.0,1.0,1949,310,1.0,1996969743.0,27.0,409.0,15000060.0,2018,Omez,
אופקים,31,OFAQIM,6,62,622.0,0.0,,1.0,29021.0,28820.0,26936.0,201.0,1955,160,,1638257979.0,113.0,601.0,10001893.0,2018,Ofaqim,620.0
אור הגנוז,1294,OR HAGANUZ,2,21,212.0,2.0,,1.0,548.0,548.0,548.0,,1989,320,11.0,2421276781.0,716.0,209.0,10004528.0,2018,Or HaGanuz,211.0
אור הנר,67,OR HANER,6,61,614.0,37.0,,1.0,754.0,754.0,726.0,,1957,330,15.0,1620260736.0,44.0,651.0,10001829.0,2018,Or HaNer,620.0
אור יהודה,2400,OR YEHUDA,5,52,512.0,0.0,122.0,1.0,36864.0,36805.0,36041.0,59.0,1950,160,,1863265962.0,1.0,510.0,10001516.0,2018,Or Yehuda,
אור עקיבא,1020,OR AQIVA,3,32,324.0,0.0,,1.0,18236.0,18143.0,16787.0,93.0,1951,170,,1927371262.0,10.0,353.0,10004261.0,2018,Or Aqiva,
אורה,780,ORA,1,11,111.0,26.0,444.0,1.0,1337.0,1334.0,1279.0,3.0,1950,310,1.0,2145762903.0,734.0,151.0,10002521.0,2018,Ora,
אורון,1771,,6,62,626.0,48.0,,,,,,,,520,,2014453557.0,330.0,620.0,10001918.0,2018,,610.0
אורות,2012,OROT,6,61,611.0,33.0,143.0,1.0,507.0,507.0,502.0,,1952,310,1.0,1749262782.0,40.0,616.0,10001821.0,2018,Orot,420.0
אורטל,4013,ORTAL,2,29,292.0,71.0,,1.0,343.0,343.0,343.0,,1978,330,15.0,2712077700.0,859.0,219.0,10004579.0,2018,Ortal,211.0
אורים,403,URIM,6,62,622.0,38.0,,1.0,493.0,492.0,456.0,1.0,1946,330,15.0,1545457936.0,93.0,651.0,10001893.0,2018,Urim,620.0
אורנים,882,ORANIM,3,31,311.0,12.0,222.0,1.0,179.0,95.0,94.0,84.0,1951,340,,2104973529.0,43.0,301.0,10004207.0,2018,Oranim,
אורנית,3760,ORANIT,7,73,,99.0,145.0,1.0,8807.0,8797.0,8678.0,10.0,1985,180,,1995467087.0,60.0,718.0,10003262.0,2018,Oranit,
אושה,278,USHA,3,31,311.0,12.0,222.0,1.0,492.0,492.0,481.0,,1937,330,15.0,2110474459.0,19.0,301.0,10004207.0,2018,Usha,
אזור,565,AZOR,5,53,513.0,99.0,123.0,1.0,12854.0,12822.0,12084.0,32.0,1948,170,,1819465899.0,19.0,509.0,10001430.0,2018,Azor,
"אזור אילון מ""א 4",1852,,2,24,244.0,4.0,,,,,,,,530,,2196077510.0,,,,2018,,212.0
"אזור אילון מ""א 52",1851,,2,24,244.0,52.0,,,,,,,,530,,2266077360.0,,,,2018,,212.0
"אזור אילון של""ש",1853,,2,24,244.0,,,,,,,,,530,,2314076950.0,,,,2018,,
"אזור אשדוד מ""א 29",1922,,6,61,613.0,29.0,,,,,,,,530,,1726063970.0,,,,2018,,420.0
"אזור אשדוד מ""א 33",1921,,6,61,613.0,33.0,,,,,,,,530,,1649062930.0,,,,2018,,420.0
"אזור אשדוד של""ש",1923,,6,61,613.0,,,,,,,,,530,,1681064050.0,,,,2018,,
"אזור אשקלון מ""א 36",1924,,6,61,614.0,36.0,,,,,,,,530,,1663061620.0,,,,2018,,
"אזור אשקלון מ""א 37",1926,,6,61,614.0,37.0,,,,,,,,530,,1637060210.0,,,,2018,,620.0
"אזור באר שבע מ""א 41",1937,,6,62,623.0,41.0,,,,,,,,530,,1807058120.0,,,,2018,,620.0
"אזור באר שבע מ""א 51",1938,,6,62,623.0,51.0,,,,,,,,530,,2240057100.0,,,,2018,,
"אזור באר שבע של""ש",1939,,6,62,623.0,,,,,,,,,530,,1974056740.0,,,,2018,,
"אזור בשור מ""א 38",1933,,6,62,622.0,38.0,,,,,,,,530,,1457057060.0,,,,2018,,620.0
"אזור בשור מ""א 39",1935,,6,62,622.0,39.0,,,,,,,,530,,1505059540.0,,,,2018,,620.0
"אזור בשור מ""א 42",1934,,6,62,622.0,42.0,,,,,,,,530,,1608057600.0,,,,2018,,620.0
"אזור גלילות מ""א 19",1907,,5,51,511.0,19.0,,,,,,,,530,,,,,,2018,,
"אזור גרר מ""א 39",1931,,6,62,621.0,39.0,,,,,,,,530,,1572058820.0,,,,2018,,620.0
"אזור גרר מ""א 41",1929,,6,62,621.0,41.0,,,,,,,,530,,1725058920.0,,,,2018,,620.0
"אזור גרר מ""א 42",1930,,6,62,621.0,42.0,,,,,,,,530,,1679059410.0,,,,2018,,620.0
"אזור זכרון יעקב מ""א 15",1866,,3,32,322.0,15.0,,,,,,,,530,,2001072840.0,,,,2018,,
"אזור זכרון יעקב של""ש",1867,,3,32,322.0,,,,,,,,,530,,2040072880.0,,,,2018,,
"אזור חדרה מ""א 14",1873,,3,32,324.0,14.0,,,,,,,,530,,2012070620.0,,,,2018,,
"אזור חדרה מ""א 15",1872,,3,32,324.0,15.0,,,,,,,,530,,1932070920.0,,,,2018,,
"אזור חדרה מ""א 45",1871,,3,32,324.0,45.0,,,,,,,,530,,1999071630.0,,,,2018,,
"אזור חדרה של""ש",1874,,3,32,324.0,,,,,,,,,530,,2029069980.0,,,,2018,,
"אזור חולון של""ש",1909,,5,53,513.0,,,,,,,,,530,,1817066000.0,,,,2018,,
"אזור חיפה מ""א 12",1860,,3,31,311.0,12.0,,,,,,,,530,,2104074200.0,,,,2018,,
"אזור חיפה של""ש",1862,,3,31,311.0,,,,,,,,,530,,2088073220.0,,,,2018,,
"אזור חצור מ""א 1",1813,,2,21,213.0,1.0,,,,,,,,530,,2545075990.0,,,,2018,,211.0
"אזור חצור מ""א 55",1814,,2,21,213.0,55.0,,,,,,,,530,,2584076640.0,,,,2018,,211.0
"אזור חצור של""ש",1815,,2,21,213.0,,,,,,,,,530,,2549076740.0,,,,2018,,
"אזור יחיעם מ""א 2",1848,,2,24,243.0,2.0,,,,,,,,530,,2386075990.0,,,,2018,,211.0
"אזור יחיעם מ""א 4",1846,,2,24,243.0,4.0,,,,,,,,530,,2180076770.0,,,,2018,,212.0
"אזור יחיעם מ""א 52",1847,,2,24,243.0,52.0,,,,,,,,530,,2283076610.0,,,,2018,,212.0
"אזור יחיעם מ""א 56",1849,,2,24,243.0,56.0,,,,,,,,530,,2214075970.0,,,,2018,,210.0
"אזור יחיעם של""ש",1850,,2,24,243.0,,,,,,,,,530,,2325076540.0,,,,2018,,
"אזור ים המלח מ""א 51",1942,,6,62,624.0,51.0,,,,,,,,530,,2340056200.0,,,,2018,,
"אזור יקנעם מ""א 13",1836,,2,23,235.0,13.0,,,,,,,,530,,2121072800.0,,,,2018,,213.0
"אזור יקנעם מ""א 9",1835,,2,23,235.0,9.0,,,,,,,,530,,2115073310.0,,,,2018,,213.0
"אזור כינרות מ""א 3",1805,,2,22,221.0,3.0,,,,,,,,530,,2481074680.0,,,,2018,,214.0
"אזור כנרות מ""א 1",1816,,2,22,221.0,1.0,,,,,,,,530,,2528075660.0,,,,2018,,211.0
"אזור כנרות מ""א 6",1817,,2,22,221.0,6.0,,,,,,,,530,,2610074110.0,,,,2018,,214.0
"אזור כנרות של""ש",1818,,2,22,221.0,,,,,,,,,530,,,0.0,,,2018,,
"אזור כרמיאל מ""א 2",1843,,2,24,242.0,2.0,,,,,,,,530,,2339075980.0,,,,2018,,211.0
"אזור כרמיאל מ""א 56",1844,,2,24,242.0,56.0,,,,,,,,530,,2327075530.0,,,,2018,,210.0
"אזור כרמיאל של""ש",1845,,2,24,242.0,,,,,,,,,530,,2369075930.0,,,,2018,,
"אזור לכיש מ""א 34",1919,,6,61,612.0,34.0,,,,,,,,530,,1769061100.0,,,,2018,,
"אזור לכיש מ""א 35",1917,,6,61,612.0,35.0,,,,,,,,530,,1870061370.0,,,,2018,,420.0
"אזור לכיש מ""א 41",1920,,6,61,612.0,41.0,,,,,,,,530,,1888059260.0,,,,2018,,620.0
"אזור לכיש מ""א 50",1918,,6,61,612.0,50.0,,,,,,,,530,,1836060440.0,,,,2018,,
"אזור מודיעין מ""א 25",1887,,4,43,431.0,25.0,,,,,,,,530,,2311074610.0,,,,2018,,
"אזור מודיעין מ""א 30",1890,,4,43,431.0,30.0,,,,,,,,530,,2010069770.0,,,,2018,,
"אזור מודיעין של""ש",1895,,4,43,431.0,,,,,,,,,530,,1833067310.0,,,,2018,,
"אזור מלאכי מ""א 33",1911,,6,61,611.0,33.0,,,,,,,,530,,1755063200.0,,,,2018,,420.0
"אזור מלאכי מ""א 34",1915,,6,61,611.0,34.0,,,,,,,,530,,1766062160.0,,,,2018,,
"אזור מלאכי מ""א 35",1913,,6,61,611.0,35.0,,,,,,,,530,,1816062200.0,,,,2018,,420.0
"אזור מלאכי מ""א 50",1914,,6,61,611.0,50.0,,,,,,,,530,,1780061800.0,,,,2018,,
"אזור נהרייה מ""א 4",1855,,2,24,245.0,4.0,,,,,,,,530,,2125076910.0,,,,2018,,212.0
"אזור נהרייה של""ש",1856,,2,24,245.0,,,,,,,,,530,,2131076190.0,,,,2018,,
"אזור עכו מ""א 4",1858,,2,24,246.0,4.0,,,,,,,,530,,2128075480.0,,,,2018,,212.0
"אזור עכו מ""א 56",1857,,2,24,246.0,56.0,,,,,,,,530,,2128075670.0,,,,2018,,210.0
"אזור עכו של""ש",1859,,2,24,246.0,,,,,,,,,530,,2127075860.0,,,,2018,,
"אזור פתח תקווה מ""א 20",1888,,4,42,422.0,20.0,,,,,,,,530,,1933066570.0,,,,2018,,
"אזור פתח תקווה מ""א 25",1886,,4,42,422.0,25.0,,,,,,,,530,,1984065740.0,,,,2018,,
"אזור פתח תקווה של""ש",1889,,4,42,422.0,,,,,,,,,530,,1921066200.0,,,,2018,,
"אזור ראשל""צ מ""א 27",1903,,4,44,442.0,27.0,,,,,,,,530,,1753064760.0,,,,2018,,
"אזור ראשל""צ של""ש",1904,,4,44,442.0,,,,,,,,,530,,1755065150.0,,,,2018,,
"אזור רחובות מ""א 28",1896,,4,44,441.0,28.0,,,,,,,,530,,1803064000.0,,,,2018,,420.0
"אזור רחובות מ""א 29",1899,,4,44,441.0,29.0,,,,,,,,530,,1721063800.0,,,,2018,,420.0
"אזור רחובות מ""א 30",1898,,4,44,441.0,30.0,,,,,,,,530,,1843064140.0,,,,2018,,
"אזור רחובות מ""א 31",1901,,4,44,441.0,31.0,,,,,,,,530,,1832063450.0,,,,2018,,420.0
"אזור רחובות מ""א 32",1897,,4,44,441.0,32.0,,,,,,,,530,,1745063800.0,,,,2018,,
"אזור רחובות של""ש",1902,,4,44,441.0,,,,,,,,,530,,1721064500.0,,,,2018,,
"אזור רמלה מ""א 25",1892,,4,43,432.0,25.0,,,,,,,,530,,,,,,2018,,
"אזור רמלה מ""א 30",1891,,4,43,432.0,30.0,,,,,,,,530,,1891064330.0,,,,2018,,
"אזור רמלה מ""א 40",1893,,4,43,432.0,40.0,,,,,,,,530,,1865065340.0,,,,2018,,
"אזור רמלה של""ש",1894,,4,43,432.0,,,,,,,,,530,,1850065140.0,,,,2018,,
"אזור רמת גן של""ש",1908,,5,52,512.0,,,,,,,,,530,,1864066110.0,,,,2018,,
"אזור שפרעם מ""א 56",1841,,2,24,241.0,56.0,,,,,,,,530,,2266075010.0,,,,2018,,210.0
"אזור שפרעם מ""א 9",1840,,2,24,241.0,9.0,,,,,,,,530,,2179074200.0,,,,2018,,213.0
"אזור שפרעם של""ש",1842,,2,24,241.0,,,,,,,,,530,,2183074930.0,,,,2018,,210.0
"אזור תל אביב של""ש",1905,,5,51,511.0,,,,,,,,,530,,,,,,2018,,
אזור תעסוקה משגב(תרדיון),1724,,2,24,241.0,56.0,241.0,,,,,,,520,,2258875249.0,231.0,205.0,10004513.0,2018,,210.0
"אזור תעשיה אכסאל מ""א 9",1865,,2,23,234.0,9.0,,,,,,,,530,,2325072360.0,,,,2018,,213.0
אזור תעשייה אכזיב (מילואות),1726,,2,24,245.0,4.0,241.0,,,,,,,520,,2105277464.0,6.0,201.0,10004302.0,2018,,212.0
אזור תעשייה נעמן (מילואות),1727,,2,24,246.0,4.0,241.0,,,,,,,520,,2091475413.0,3.0,201.0,10004315.0,2018,,212.0
אחווה,1157,AHAWA,6,61,611.0,33.0,143.0,1.0,351.0,351.0,341.0,,1976,350,,1782062796.0,60.0,616.0,10001821.0,2018,Ahawa,420.0
אחוזם,821,AHUZZAM,6,61,612.0,50.0,,1.0,544.0,538.0,525.0,6.0,1950,310,2.0,1782260687.0,160.0,634.0,10001813.0,2018,Ahuzzam,
אחוזת ברק,1330,AHUZZAT BARAQ,2,23,234.0,9.0,,1.0,2256.0,2256.0,2197.0,,1998,190,,2320072762.0,129.0,254.0,10004394.0,2018,Ahuzzat Baraq,213.0
אחיהוד,785,AHIHUD,2,24,246.0,4.0,241.0,1.0,868.0,868.0,859.0,,1950,310,1.0,2165275698.0,20.0,201.0,10004315.0,2018,Ahihud,212.0
אחיטוב,850,AHITUV,4,41,412.0,16.0,141.0,1.0,1099.0,1099.0,1089.0,,1951,310,1.0,1993269934.0,39.0,409.0,15000060.0,2018,Ahituv,
אחיסמך,804,AHISAMAKH,4,43,432.0,25.0,142.0,1.0,1374.0,1374.0,1372.0,,1950,310,1.0,1914164919.0,58.0,424.0,10002261.0,2018,Ahisamakh,
אחיעזר,797,AHI'EZER,4,43,432.0,40.0,133.0,1.0,1872.0,1871.0,1865.0,1.0,1950,310,2.0,1879365441.0,40.0,425.0,10002261.0,2018,Ahi'ezer,
אטרש (שבט),965,ATRASH,6,62,623.0,,,3.0,,,,,,460,,1940057520.0,,699.0,10001937.0,2018,Atrash,
איבים,338,IBBIM,6,61,614.0,37.0,,1.0,277.0,277.0,40.0,,1991,340,,1629760477.0,69.0,651.0,10001829.0,2018,Ibbim,620.0
אייל,716,EYAL,4,42,421.0,20.0,141.0,1.0,522.0,522.0,515.0,,1949,330,15.0,1982567982.0,67.0,417.0,10002155.0,2018,Eyal,
איילת השחר,77,AYYELET HASHAHAR,2,21,211.0,1.0,,1.0,1134.0,1134.0,1082.0,,1918,330,15.0,2541976987.0,143.0,253.0,10004540.0,2018,Ayyelet HaShahar,211.0
אילון,294,ELON,2,24,244.0,4.0,,1.0,1020.0,1014.0,987.0,6.0,1938,330,15.0,2206177423.0,217.0,201.0,10004302.0,2018,Elon,212.0
אילון תבור*,1716,,2,23,233.0,9.0,,,,,,,,520,,2343272675.0,171.0,254.0,10004394.0,2018,,213.0
אילות,1126,ELOT,6,62,625.0,53.0,,1.0,317.0,312.0,294.0,5.0,1962,330,15.0,1960538819.0,41.0,608.0,10001955.0,2018,Elot,
אילנייה,49,ILANIYYA,2,22,222.0,3.0,,1.0,490.0,484.0,463.0,6.0,1902,310,10.0,2384773998.0,199.0,206.0,10004552.0,2018,Ilaniyya,214.0
אילת,2600,ELAT,6,62,625.0,0.0,,1.0,51935.0,49675.0,41906.0,2260.0,1951,150,,1941738510.0,-5.0,602.0,10001955.0,2018,Elat,
אירוס,1336,IRUS,4,44,442.0,27.0,143.0,1.0,622.0,622.0,615.0,,2013,370,,1790064853.0,29.0,456.0,15002488.0,2018,Irus,
איתמר,3762,ITAMAR,7,72,,72.0,,1.0,1238.0,1237.0,1236.0,1.0,1984,370,11.0,2292167559.0,561.0,710.0,10003262.0,2018,Itamar,
איתן,37,ETAN,6,61,612.0,34.0,,1.0,456.0,456.0,454.0,,1955,310,2.0,1761460898.0,150.0,631.0,10001813.0,2018,Etan,
איתנים,886,ETANIM,1,11,111.0,26.0,444.0,1.0,80.0,75.0,75.0,5.0,1952,340,,2091163181.0,683.0,151.0,15000597.0,2018,Etanim,
אכסאל,478,IKSAL,2,23,237.0,99.0,,2.0,14500.0,6.0,1.0,14494.0,,270,,2307173191.0,90.0,257.0,10004394.0,2018,Iksal,213.0
אל -עזי,1339,AL-AZY,6,61,611.0,35.0,,2.0,188.0,1.0,1.0,187.0,,450,,1809962556.0,80.0,632.0,10001821.0,2018,Al-Azy,420.0
אל -עריאן,1316,AL-ARYAN,3,32,323.0,14.0,,2.0,191.0,,,191.0,,450,,2120271154.0,344.0,351.0,10004233.0,2018,Al-Aryan,
אל -רום,4003,EL-ROM,2,29,292.0,71.0,,1.0,392.0,392.0,375.0,,1971,330,15.0,2723178736.0,1039.0,219.0,10004579.0,2018,El-Rom,211.0
אל סייד,1359,AL SAYYID,6,62,623.0,69.0,342.0,2.0,5663.0,11.0,11.0,5652.0,,280,,1917857711.0,350.0,624.0,10001937.0,2018,Al Sayyid,610.0
אלומה,1145,ALUMMA,6,61,611.0,34.0,,1.0,514.0,514.0,514.0,,1965,350,,1757561777.0,80.0,631.0,10001813.0,2018,Alumma,
אלומות,330,ALUMMOT,2,22,221.0,6.0,,1.0,410.0,409.0,400.0,1.0,1941,330,15.0,2515173475.0,-8.0,214.0,10004552.0,2018,Alummot,214.0
אלון הגליל,1182,ALLON HAGALIL,2,23,237.0,9.0,242.0,1.0,1115.0,1115.0,1108.0,,1980,310,1.0,2208574025.0,160.0,254.0,10004497.0,2018,Allon HaGalil,213.0
אלון מורה,3579,ELON MORE,7,72,,72.0,,1.0,1946.0,1946.0,1945.0,,1979,370,11.0,2314668228.0,551.0,710.0,10003262.0,2018,Elon More,
אלון שבות,3604,ALLON SHEVUT,7,76,,76.0,445.0,1.0,3151.0,3151.0,3148.0,,1970,190,,2120261805.0,927.0,714.0,15000586.0,2018,Allon Shevut,
אלוני אבא,429,ALLONE ABBA,2,23,237.0,9.0,242.0,1.0,991.0,991.0,990.0,,1948,320,6.0,2162873720.0,120.0,254.0,10004411.0,2018,Allone Abba,213.0
אלוני הבשן,4017,ALLONE HABASHAN,2,29,292.0,71.0,,1.0,445.0,445.0,444.0,,1981,320,2.0,2786977222.0,930.0,219.0,10004579.0,2018,Allone HaBashan,211.0
אלוני יצחק,868,ALLONE YIZHAQ,3,32,324.0,14.0,,1.0,302.0,298.0,221.0,4.0,1949,340,,2006271295.0,54.0,351.0,10004333.0,2018,Allone Yizhaq,
אלונים,285,ALLONIM,2,23,235.0,9.0,242.0,1.0,504.0,504.0,494.0,,1938,330,15.0,2139173611.0,70.0,254.0,10004411.0,2018,Allonim,213.0
אלי-עד,4002,ELI-AD,2,29,294.0,71.0,,1.0,401.0,401.0,385.0,,1968,310,1.0,2691974579.0,346.0,219.0,10004579.0,2018,Eli-Ad,211.0
אליאב,1365,ELIAV,6,61,612.0,50.0,,1.0,427.0,427.0,427.0,,2013,370,,1934260408.0,335.0,634.0,10001813.0,2018,Eliav,
אליכין,41,ELYAKHIN,4,41,411.0,99.0,141.0,1.0,3486.0,3483.0,3446.0,3.0,1950,190,,1931870156.0,25.0,457.0,10004261.0,2018,Elyakhin,
אליפז,1248,ELIFAZ,6,62,625.0,53.0,,1.0,152.0,145.0,119.0,7.0,1982,330,15.0,2007941184.0,112.0,608.0,10001955.0,2018,Elifaz,
אליפלט,730,ELIFELET,2,21,213.0,55.0,,1.0,633.0,633.0,626.0,,1949,310,1.0,2515276149.0,284.0,253.0,10004540.0,2018,Elifelet,211.0
אליקים,682,ELYAQIM,2,23,236.0,13.0,,1.0,888.0,888.0,879.0,,1949,310,1.0,2065872642.0,209.0,254.0,10004394.0,2018,Elyaqim,213.0
אלישיב,204,ELYASHIV,4,41,411.0,16.0,141.0,1.0,733.0,733.0,727.0,,1933,310,7.0,1917069855.0,10.0,409.0,15000060.0,2018,Elyashiv,
אלישמע,841,ELISHAMA,4,42,421.0,20.0,142.0,1.0,1199.0,1198.0,1191.0,1.0,1951,310,1.0,1934267328.0,24.0,417.0,10002133.0,2018,Elishama,
אלמגור,1125,ALMAGOR,2,22,221.0,6.0,,1.0,389.0,389.0,377.0,,1961,310,1.0,2566875753.0,-74.0,214.0,10004552.0,2018,Almagor,214.0
אלמוג,3556,ALMOG,7,75,,74.0,,1.0,253.0,252.0,246.0,1.0,1977,330,15.0,2437863294.0,-296.0,713.0,10003314.0,2018,Almog,
אלעד,1309,EL'AD,4,42,422.0,0.0,142.0,1.0,47866.0,47866.0,47847.0,,1998,160,,1960566200.0,50.0,422.0,10002168.0,2018,El'ad,
אלעזר,3618,EL'AZAR,7,76,,76.0,445.0,1.0,2510.0,2510.0,2506.0,,1975,190,,2135261872.0,873.0,714.0,15000586.0,2018,El'azar,
אלפי מנשה,3750,ALFE MENASHE,7,73,,99.0,145.0,1.0,7865.0,7864.0,7589.0,1.0,1983,180,,2014467560.0,70.0,703.0,10003262.0,2018,Alfe Menashe,
אלקוש,603,ELQOSH,2,24,244.0,52.0,,1.0,292.0,292.0,291.0,,1949,310,1.0,2306077091.0,600.0,255.0,10004484.0,2018,Elqosh,212.0
אלקנה,3560,ELQANA,7,73,,99.0,145.0,1.0,3812.0,3812.0,3807.0,,1977,190,,2036366868.0,153.0,702.0,10003262.0,2018,Elqana,
אמונים,772,EMUNIM,6,61,611.0,33.0,143.0,1.0,979.0,979.0,963.0,,1950,310,1.0,1694062801.0,30.0,616.0,10001821.0,2018,Emunim,420.0
אמירים,1064,AMIRIM,2,21,212.0,2.0,,1.0,837.0,836.0,786.0,1.0,1950,310,1.0,2425676027.0,443.0,209.0,10004528.0,2018,Amirim,211.0
אמנון,1253,AMNUN,2,21,213.0,55.0,,1.0,319.0,319.0,309.0,,1983,310,6.0,2537975663.0,-55.0,253.0,10004540.0,2018,Amnun,211.0
אמציה,23,AMAZYA,6,61,612.0,50.0,,1.0,353.0,349.0,346.0,4.0,1955,320,9.0,1918460450.0,330.0,634.0,10001813.0,2018,Amazya,
אניעם,4012,ANI'AM,2,29,293.0,71.0,,1.0,531.0,531.0,516.0,,1978,310,1.0,2695476260.0,389.0,219.0,10004579.0,2018,Ani'am,211.0
אסד (שבט),960,ASAD,6,62,623.0,,,3.0,,,,,,460,,1880058150.0,,699.0,10001937.0,2018,Asad,
אספר,3754,ASFAR,7,77,,76.0,,1.0,835.0,835.0,835.0,,1983,370,8.0,2178461041.0,891.0,714.0,15000586.0,2018,Asfar,
אעבלין,529,I'BILLIN,2,24,241.0,99.0,241.0,2.0,13128.0,17.0,3.0,13111.0,,270,,2176474799.0,19.0,261.0,10004497.0,2018,I'billin,
